sort_column,total_samples,dataset,subset,transform,orientation,channel,group,kstest_stat_best,kstest_stat_cutoff_0.05,pass,beat_all_priors,failure_category,failure_type,github_plot,Notes,Column 1
1917,3401000,spaceNet,full,wavelet,diagonal,green,8,0.006351,0.0002329,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_8.jpg,,
1918,13604000,spaceNet,full,wavelet,diagonal,green,9,0.008632,0.0001164,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_9.jpg,,
1919,1360,spaceNet,full,wavelet,diagonal,red,2,0.012452,0.0116316,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_2.jpg,,
1920,5441,spaceNet,full,wavelet,diagonal,red,3,0.222067,0.0058189,FALSE,0,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_3.jpg,,
1921,16664,spaceNet,full,wavelet,diagonal,red,4,0.132690,0.0033258,FALSE,1,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_4.jpg,,
1922,57476,spaceNet,full,wavelet,diagonal,red,5,0.074170,0.0017911,FALSE,1,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_5.jpg,,
1923,212562,spaceNet,full,wavelet,diagonal,red,6,0.008488,0.0009314,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_6.jpg,,
1924,850250,spaceNet,full,wavelet,diagonal,red,7,0.008530,0.0004657,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_7.jpg,,
1925,3401000,spaceNet,full,wavelet,diagonal,red,8,0.006541,0.0002329,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_8.jpg,,
1926,13604000,spaceNet,full,wavelet,diagonal,red,9,0.008287,0.0001164,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_9.jpg,,
1927,2720,spaceNet,full,wavelet,horizVert,blue,2,0.011933,0.0082273,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_2.jpg,,
1928,10883,spaceNet,full,wavelet,horizVert,blue,3,0.131600,0.0041152,FALSE,1,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_3.jpg,,
1929,33329,spaceNet,full,wavelet,horizVert,blue,4,0.076440,0.0023519,FALSE,1,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_4.jpg,,
1930,114953,spaceNet,full,wavelet,horizVert,blue,5,0.040030,0.0012665,FALSE,1,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_5.jpg,,
1931,425125,spaceNet,full,wavelet,horizVert,blue,6,0.010937,0.0006586,FALSE,1,borderline,large peak,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_6.jpg,,
1932,1700500,spaceNet,full,wavelet,horizVert,blue,7,0.013068,0.0003293,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_7.jpg,,
1933,6802000,spaceNet,full,wavelet,horizVert,blue,8,0.009973,0.0001647,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_8.jpg,,
1934,27208000,spaceNet,full,wavelet,horizVert,blue,9,0.006942,0.0000823,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_9.jpg,,
1935,2720,spaceNet,full,wavelet,horizVert,gray,2,0.013535,0.0082273,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_2.jpg,,
1936,10883,spaceNet,full,wavelet,horizVert,gray,3,0.132950,0.0041152,FALSE,1,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_3.jpg,,
1937,33329,spaceNet,full,wavelet,horizVert,gray,4,0.076760,0.0023519,FALSE,1,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_4.jpg,,
1938,114953,spaceNet,full,wavelet,horizVert,gray,5,0.042320,0.0012665,FALSE,1,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_5.jpg,,
1939,425125,spaceNet,full,wavelet,horizVert,gray,6,0.012551,0.0006586,FALSE,1,borderline,large peak,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_6.jpg,,
1940,1700500,spaceNet,full,wavelet,horizVert,gray,7,0.011825,0.0003293,FALSE,1,borderline,large peak,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_7.jpg,,
1941,6802000,spaceNet,full,wavelet,horizVert,gray,8,0.009666,0.0001647,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_8.jpg,,
1942,27208000,spaceNet,full,wavelet,horizVert,gray,9,0.006574,0.0000823,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_9.jpg,,
1943,2720,spaceNet,full,wavelet,horizVert,green,2,0.013855,0.0082273,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_2.jpg,,
1944,10883,spaceNet,full,wavelet,horizVert,green,3,0.132980,0.0041152,FALSE,1,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_3.jpg,,
1945,33329,spaceNet,full,wavelet,horizVert,green,4,0.077760,0.0023519,FALSE,1,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_4.jpg,,
1946,114953,spaceNet,full,wavelet,horizVert,green,5,0.042990,0.0012665,FALSE,1,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_5.jpg,,
1947,425125,spaceNet,full,wavelet,horizVert,green,6,0.010982,0.0006586,FALSE,1,borderline,large peak,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_6.jpg,,
1948,1700500,spaceNet,full,wavelet,horizVert,green,7,0.010998,0.0003293,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_7.jpg,,
1949,6802000,spaceNet,full,wavelet,horizVert,green,8,0.009789,0.0001647,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_8.jpg,,
1950,27208000,spaceNet,full,wavelet,horizVert,green,9,0.007172,0.0000823,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_9.jpg,,
1951,2720,spaceNet,full,wavelet,horizVert,red,2,0.014667,0.0082273,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_2.jpg,,
1952,10883,spaceNet,full,wavelet,horizVert,red,3,0.131940,0.0041152,FALSE,1,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_3.jpg,,
1953,33329,spaceNet,full,wavelet,horizVert,red,4,0.075010,0.0023519,FALSE,1,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_4.jpg,,
1954,114953,spaceNet,full,wavelet,horizVert,red,5,0.039670,0.0012665,FALSE,1,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_5.jpg,,
1955,425125,spaceNet,full,wavelet,horizVert,red,6,0.011300,0.0006586,FALSE,1,borderline,large peak,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_6.jpg,,
1956,1700500,spaceNet,full,wavelet,horizVert,red,7,0.011795,0.0003293,FALSE,1,borderline,asymmetric,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_7.jpg,,
1957,6802000,spaceNet,full,wavelet,horizVert,red,8,0.009947,0.0001647,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_8.jpg,,
1958,27208000,spaceNet,full,wavelet,horizVert,red,9,0.006395,0.0000823,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_9.jpg,,
2259,2359296,standardTesting,full,gabor,,gray,0,0.005212,0.0008841,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_0.jpg,,
2260,2359296,standardTesting,full,gabor,,gray,1,0.007160,0.0008841,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_1.jpg,,
2261,2359296,standardTesting,full,gabor,,gray,2,0.005995,0.0008841,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_2.jpg,,
2262,2359296,standardTesting,full,gabor,,gray,3,0.017789,0.0008841,1,FALSE,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_3.jpg,,
2263,2359296,standardTesting,full,gabor,,gray,4,0.008274,0.0008841,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_4.jpg,,
2264,2359296,standardTesting,full,gabor,,gray,5,0.010086,0.0008841,1,FALSE,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_5.jpg,,
2265,2359296,standardTesting,full,gabor,,gray,6,0.003583,0.0008841,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_6.jpg,,
2266,2359296,standardTesting,full,gabor,,gray,7,0.003920,0.0008841,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_7.jpg,,
2267,2359296,standardTesting,full,gabor,,gray,8,0.006090,0.0008841,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_8.jpg,,
2268,2359296,standardTesting,full,gabor,,gray,9,0.014355,0.0008841,1,FALSE,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_9.jpg,,
2269,2359296,standardTesting,full,gabor,,gray,10,0.005123,0.0008841,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_10.jpg,,
2270,2359296,standardTesting,full,gabor,,gray,11,0.018130,0.0008841,1,FALSE,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_11.jpg,,
2271,2359296,standardTesting,full,gabor,,gray,12,0.006148,0.0008841,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_12.jpg,,
2272,2359296,standardTesting,full,gabor,,gray,13,0.019623,0.0008841,1,FALSE,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_13.jpg,,
2273,2359296,standardTesting,full,gabor,,gray,14,0.001940,0.0008841,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_14.jpg,,
2274,2359296,standardTesting,full,gabor,,gray,15,0.011854,0.0008841,1,FALSE,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_15.jpg,,
2275,2359296,standardTesting,full,gabor,,gray,16,0.007173,0.0008841,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_16.jpg,,
2276,2359296,standardTesting,full,gabor,,gray,17,0.023604,0.0008841,1,FALSE,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_17.jpg,,
2277,2359296,standardTesting,full,gabor,,gray,18,0.008897,0.0008841,1,FALSE,borderline,asymmetric,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_18.jpg,,
2278,2359296,standardTesting,full,gabor,,gray,19,0.009442,0.0008841,1,FALSE,borderline,asymmetric,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_19.jpg,,
2279,2359296,standardTesting,full,gabor,,gray,20,0.007938,0.0008841,1,FALSE,trivial_failure,multimodal,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_20.jpg,,
2280,2359296,standardTesting,full,gabor,,gray,21,0.006486,0.0008841,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_21.jpg,,
2281,2359296,standardTesting,full,gabor,,gray,22,0.004335,0.0008841,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_22.jpg,,
2282,2359296,standardTesting,full,gabor,,gray,23,0.007825,0.0008841,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_23.jpg,,
2283,2359296,standardTesting,full,gabor,,gray,24,0.008879,0.0008841,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_24.jpg,,
2284,2359296,standardTesting,full,gabor,,gray,25,0.008324,0.0008841,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_25.jpg,,
2285,2359296,standardTesting,full,gabor,,gray,26,0.009090,0.0008841,1,FALSE,borderline,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_26.jpg,,
2286,2359296,standardTesting,full,gabor,,gray,27,0.006809,0.0008841,1,FALSE,borderline,multimodal,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_27.jpg,,
2287,2359296,standardTesting,full,gabor,,gray,28,0.003111,0.0008841,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_28.jpg,,
2288,2359296,standardTesting,full,gabor,,gray,29,0.006122,0.0008841,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_29.jpg,,
2289,2359296,standardTesting,full,gabor,,gray,30,0.009649,0.0008841,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_30.jpg,,
2290,2359296,standardTesting,full,gabor,,gray,31,0.014922,0.0008841,1,FALSE,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_31.jpg,,
2291,2359296,standardTesting,full,gabor,,gray,32,0.016749,0.0008841,1,FALSE,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_32.jpg,,
2292,2359296,standardTesting,full,gabor,,gray,33,0.018073,0.0008841,1,FALSE,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_33.jpg,,
2293,2359296,standardTesting,full,gabor,,gray,34,0.028359,0.0008841,1,FALSE,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_34.jpg,,
2294,2359296,standardTesting,full,gabor,,gray,35,0.006332,0.0008841,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_35.jpg,,
2295,2359296,standardTesting,full,gabor,,gray,36,0.002373,0.0008841,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_36.jpg,,
2296,2359296,standardTesting,full,gabor,,gray,37,0.003136,0.0008841,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_37.jpg,,
2297,2359296,standardTesting,full,gabor,,gray,38,0.013235,0.0008841,1,FALSE,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_38.jpg,,
2298,2359296,standardTesting,full,gabor,,gray,39,0.007862,0.0008841,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_39.jpg,,
2299,2359296,standardTesting,full,gabor,,gray,40,0.017688,0.0008841,1,FALSE,trivial_failure,spike-and-slab,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_40.jpg,,
2300,2359296,standardTesting,full,gabor,,gray,41,0.009558,0.0008841,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/gabor/gray/plots/compare_cdf_pdf_layer_41.jpg,,
1960,7077888,standardTesting,full,learned,dual_color,,2,0.020771,0.0005105,FALSE,1,interesting_failure,large peak,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/learned/plots/compare_cdf_pdf_layer_2.jpg,,
1961,7077888,standardTesting,full,learned,dual_color,,4,0.022199,0.0005105,FALSE,1,interesting_failure,large peak,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/learned/plots/compare_cdf_pdf_layer_4.jpg,,
1962,7077888,standardTesting,full,learned,dual_color,,5,0.020786,0.0005105,FALSE,1,trivial_failure,asymmetric,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/learned/plots/compare_cdf_pdf_layer_5.jpg,,
1963,7077888,standardTesting,full,learned,dual_color,,17,0.011938,0.0005105,FALSE,1,interesting_failure,large peak,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/learned/plots/compare_cdf_pdf_layer_17.jpg,,
1964,7077888,standardTesting,full,learned,dual_color,,20,0.008328,0.0005105,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/learned/plots/compare_cdf_pdf_layer_20.jpg,,
1965,7077888,standardTesting,full,learned,dual_color,,26,0.021415,0.0005105,FALSE,1,trivial_failure,asymmetric,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/learned/plots/compare_cdf_pdf_layer_26.jpg,,
1966,7077888,standardTesting,full,learned,dual_color,,38,0.015276,0.0005105,FALSE,1,borderline,asymmetric,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/learned/plots/compare_cdf_pdf_layer_38.jpg,,
1967,7077888,standardTesting,full,learned,dual_color,,42,0.010713,0.0005105,FALSE,1,borderline,asymmetric,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/learned/plots/compare_cdf_pdf_layer_42.jpg,,
1968,7077888,standardTesting,full,learned,dual_color,,44,0.011372,0.0005105,FALSE,1,borderline,asymmetric,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/learned/plots/compare_cdf_pdf_layer_44.jpg,,
1969,7077888,standardTesting,full,learned,dual_color,,47,0.007684,0.0005105,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/learned/plots/compare_cdf_pdf_layer_47.jpg,,
1970,7077888,standardTesting,full,learned,dual_color,,56,0.015565,0.0005105,FALSE,1,interesting_failure,large peak,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/learned/plots/compare_cdf_pdf_layer_56.jpg,,
1971,7077888,standardTesting,full,learned,dual_color,,59,0.012714,0.0005105,FALSE,1,borderline,large peak,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/learned/plots/compare_cdf_pdf_layer_59.jpg,,
1972,7077888,standardTesting,full,learned,eye,,31,0.041369,0.0005105,FALSE,1,trivial_failure,multimodal,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/learned/plots/compare_cdf_pdf_layer_31.jpg,,
1973,7077888,standardTesting,full,learned,eye,,39,0.045241,0.0005105,FALSE,0,trivial_failure,multimodal,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/learned/plots/compare_cdf_pdf_layer_39.jpg,,
1974,7077888,standardTesting,full,learned,eye,,45,0.027198,0.0005105,FALSE,1,trivial_failure,asymmetric,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/learned/plots/compare_cdf_pdf_layer_45.jpg,,
1975,7077888,standardTesting,full,learned,eye,,46,0.022841,0.0005105,FALSE,1,trivial_failure,multimodal,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/learned/plots/compare_cdf_pdf_layer_46.jpg,,
1976,7077888,standardTesting,full,learned,inside_out,,7,0.020847,0.0005105,FALSE,1,trivial_failure,multimodal,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/standardTesting/full/learned/plots/compare_cdf_pdf_layer_7.jpg,,
